time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1991-06-15T12:05:01.800Z,14.903,120.5,10,4.6,mb,,,,1.2,us,usp0004syz,2014-11-07T00:48:45.111Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1991-06-15T11:48:13.650Z,15.262,120.757,10,4.7,mb,,,,0.4,us,usp0004syy,2014-11-07T00:48:45.110Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1991-06-15T11:34:31.990Z,15.11,120.733,10,4.5,mb,,,,0.9,us,usp0004syv,2014-11-07T00:48:45.106Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1991-06-15T11:32:20.330Z,15.214,120.336,10,5,mb,,,,1.4,us,usp0004syu,2014-11-07T00:48:45.102Z,"Luzon, Philippines",earthquake,,,,18,reviewed,us,us
1991-06-15T11:15:28.010Z,15.119,120.355,10,5.6,mw,,,,1,us,usp0004syr,2020-08-29T00:50:16.308Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1991-06-15T11:11:18.400Z,15.061,120.543,10,5,mb,,,,1.2,us,usp0004syq,2014-11-07T00:48:45.071Z,"Luzon, Philippines",earthquake,,,,24,reviewed,us,us
1991-06-15T11:03:49.570Z,14.952,120.239,10,4.7,mb,,,,1.1,us,usp0004syp,2014-11-07T00:48:45.069Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1991-06-15T10:46:07.600Z,15.156,120.468,10,4.8,mb,,,,0.8,us,usp0004sym,2014-11-07T00:48:45.065Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1991-06-15T10:41:14.240Z,15.316,120.522,10,5.7,mw,,,,1.1,us,usp0004syk,2020-08-29T00:50:04.558Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1991-06-15T10:31:23.250Z,15.383,120.478,10,4.7,mb,,,,1.4,us,usp0004syj,2014-11-07T00:48:45.043Z,"Luzon, Philippines",earthquake,,,,8,reviewed,us,us
1991-06-15T09:52:44.660Z,15.177,120.176,10,4.9,mb,,,,1.6,us,usp0004syg,2014-11-07T00:48:45.040Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1991-06-15T09:06:46.450Z,15.188,120.534,10,4.5,mb,,,,1.6,us,usp0004syc,2014-11-07T00:48:45.034Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1991-06-15T08:43:10.370Z,15.078,120.741,10,4.5,mb,,,,0.9,us,usp0004syb,2014-11-07T00:48:45.033Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1991-06-15T07:39:09.520Z,15.171,120.31,10,5.1,mb,,,,1.2,us,usp0004sy8,2014-11-07T00:48:45.019Z,"Luzon, Philippines",earthquake,,,,39,reviewed,us,us
